post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
136064354.book-editing,2023-08-15T13:19:09.590Z,true,2023-08-15T13:19:10.066Z,2023-08-15T13:19:10.066Z,newsletter,everyone,Book Editing,"I Hate It, Plus a request & a question",
135894877.publish-everything-pretty-much,2023-08-10T14:14:05.410Z,true,2023-08-10T14:14:06.656Z,2023-08-10T14:14:06.656Z,newsletter,everyone,Publish Everything (Pretty Much),,
135832488.project-buffer-first,2023-10-03T13:48:21.876Z,true,2023-10-03T13:48:22.325Z,2023-10-03T13:48:22.325Z,newsletter,only_paid,Project Buffer First,,
135813559.abundance,2023-09-26T13:47:10.522Z,true,2023-09-26T13:47:10.817Z,2023-09-26T13:47:10.817Z,newsletter,only_paid,Abundance,,
135800625.personal-feedback,2023-09-19T13:46:10.448Z,true,2023-09-19T13:46:10.829Z,2023-09-19T13:46:10.829Z,newsletter,only_paid,Personal Feedback,,
135748477.direct-feedback,2023-09-13T01:15:14.382Z,true,2023-09-13T01:15:14.702Z,2023-09-13T01:15:14.702Z,newsletter,only_paid,Direct Feedback,,
135747398.serialize,2023-09-06T01:04:09.635Z,true,2023-09-06T01:04:10.219Z,2023-09-06T01:04:10.219Z,newsletter,only_paid,Serialize,,
135746659.obviously,2023-08-29T13:54:00.282Z,true,2023-08-29T13:54:01.438Z,2023-08-29T13:54:01.438Z,newsletter,only_paid,"""Obviously...""",,
135746371.reverse-phrase,2023-08-22T13:43:05.736Z,true,2023-08-22T13:43:06.088Z,2023-08-22T13:43:06.088Z,newsletter,only_paid,Reverse Phrase,,
135746096.laughter,2023-08-15T13:27:01.248Z,true,2023-08-15T13:27:02.479Z,2023-08-15T13:27:02.479Z,newsletter,only_paid,Laughter,,
135745710.cantbecause,2023-08-08T13:13:04.651Z,true,2023-08-08T13:13:04.964Z,2023-08-08T13:13:04.964Z,newsletter,only_paid,Can't/Because,,
135742079.idea-to-impact,2023-08-07T13:20:09.593Z,true,2023-08-07T13:20:10.727Z,2023-08-07T13:20:10.727Z,newsletter,everyone,Idea To Impact,Published July 2015,
135741633.thinkies-introduction,2023-08-05T17:52:16.181Z,true,2023-08-05T17:52:16.844Z,2023-08-05T17:52:16.844Z,newsletter,everyone,Thinkies: Introduction,Habits for creativity,
135690727.eventual-business-consistency,2023-08-04T13:49:59.110Z,true,2023-08-04T13:49:59.452Z,2023-08-04T13:49:59.452Z,newsletter,everyone,Eventual Business Consistency,Executive Summary of Bi-temporality,
135611621.ergodic-good-thinkie-awful-name,2023-08-01T14:04:58.200Z,true,2023-08-01T14:04:58.642Z,2023-08-01T14:04:58.642Z,newsletter,everyone,"Ergodic: Good Thinkie, Awful Name",,
135526379.state-of-tidy-first,2023-07-31T13:37:05.950Z,true,2023-07-31T13:37:06.190Z,2023-07-31T13:37:06.190Z,newsletter,only_paid,State of Tidy First?,July 2023 Edition,
135402775.emotions-a-code-book,2023-07-24T14:59:27.832Z,true,2023-07-24T14:59:28.286Z,2023-07-24T14:59:28.286Z,newsletter,everyone,Emotions: A Code Book,,
135358690.envy-brings-a-lesson,2023-07-22T17:32:44.693Z,true,2023-07-22T17:32:44.964Z,2023-07-22T17:32:44.964Z,newsletter,everyone,Envy Brings a Lesson,,
134574799.fresh-work-80155,2023-07-13T14:47:02.188Z,true,2023-07-13T14:47:02.480Z,2023-07-13T14:47:02.480Z,newsletter,everyone,Fresh Work 80/15/5,,
134478569.accounts-and-transactions,2023-07-12T14:38:04.132Z,true,2023-07-12T14:38:04.333Z,2023-07-12T14:38:04.333Z,newsletter,everyone,Accounts & Transactions,,
133682685.snapshot-testing,2023-07-07T13:57:36.241Z,true,2023-07-07T13:57:36.547Z,2023-07-07T13:57:36.547Z,newsletter,everyone,Snapshot Testing,A Test Desiderata Perspective,
133456866.paint-drip-people,2023-07-06T14:31:27.940Z,true,2023-07-06T14:31:28.318Z,2023-07-06T14:31:28.318Z,newsletter,everyone,Paint Drip People,,
132751125.code-smells,2023-07-03T16:49:11.522Z,true,2023-07-03T16:49:11.861Z,2023-07-03T16:49:11.861Z,newsletter,everyone,Code “Smells”?,Explains the analogy,
129808447.invite-your-friends-to-read-software,2023-06-20T21:24:05.769Z,true,2023-06-20T21:24:06.049Z,2023-06-20T21:24:06.049Z,newsletter,everyone,Invite your friends to read Software Design: Tidy First?,,
129732306.when-did-it-happen-when-did-we-find,2023-06-22T18:11:16.470Z,true,2023-06-22T18:11:16.916Z,2023-06-22T18:11:16.916Z,newsletter,everyone,When Did It Happen? When Did We Find Out?,"Or, bi-temporality made slightly easier to understand",
128025797.never-forget,2023-06-16T14:10:36.957Z,true,2023-06-16T14:10:39.353Z,2023-06-16T14:10:39.353Z,newsletter,everyone,Never Forget,,
126850879.what-if-you-are-going-to-need-it,2023-06-08T11:07:40.122Z,true,2023-06-08T11:07:40.327Z,2023-06-08T11:07:40.327Z,newsletter,everyone,What If You *Are* Going To Need It?,"Business architecture for efficient, effective operation",
125467773.exploring-with-chordal-connections,,false,,,newsletter,only_paid,,,
123814644.confusion-to-sense-to-boundaries,2023-05-25T21:45:43.246Z,true,2023-05-25T21:45:43.533Z,2023-05-25T21:45:43.533Z,newsletter,everyone,Confusion to Sense to Boundaries to Leverage,Why Study Systems?,
123019481.two-more-implementation-patterns,2023-05-22T11:56:09.068Z,true,2023-05-22T11:56:09.367Z,2023-05-22T11:56:09.367Z,newsletter,everyone,Two More Implementation Patterns,,
122330917.barry-prof-barry-dwolatzky-april,2023-05-18T21:37:00.167Z,true,2023-05-18T21:37:00.553Z,2023-05-18T21:37:00.553Z,newsletter,everyone,"Barry ""Prof Barry"" Dwolatzky, April 29, 1952-May 16, 2023",Grand Geek,
121830629.abstract-vs-concrete-parameters,2023-05-16T16:24:35.356Z,true,2023-05-16T16:24:36.346Z,2023-05-16T16:24:36.346Z,newsletter,everyone,Abstract vs. Concrete Parameters,Contradictory Patterns for Testable Designs,
120549871.appreciating-your-way-to-xp,2023-05-10T18:07:13.433Z,true,2023-05-10T18:07:19.869Z,2023-05-10T18:07:19.869Z,newsletter,everyone,Appreciating Your Way to XP,,
119341829.bet-on-growth,2023-05-04T20:50:16.643Z,true,2023-05-04T20:50:17.182Z,2023-05-04T20:50:17.182Z,newsletter,everyone,Bet On Growth,,
116363691.more-what-less-how,2023-04-22T16:49:38.299Z,true,2023-04-22T16:49:38.667Z,2023-04-22T16:49:38.667Z,newsletter,everyone,"More What, Less How",Synthetic -> analytic skills,
115721097.90-of-my-skills-are-now-worth-0,2023-04-19T13:18:09.829Z,true,2023-04-19T13:18:09.974Z,2023-04-19T13:18:09.974Z,newsletter,everyone,90% of My Skills Are Now Worth $0,...but the other 10% are worth 1000x,
115414411.examples-needed-reading-order-and,2023-04-17T15:31:28.751Z,true,2023-04-17T15:31:29.039Z,2023-04-17T15:31:29.039Z,newsletter,everyone,Examples Needed: Reading Order & Cohesion Order,,
113146380.why-empirical,2023-04-18T17:13:16.688Z,true,2023-04-18T17:13:17.012Z,2023-04-18T17:13:17.012Z,newsletter,everyone,"Why ""Empirical""?","In ""Empirical Software Design""",
111944253.why-write-tidy-first-personal-coda,2023-04-01T00:18:39.500Z,true,2023-04-01T00:18:39.668Z,2023-04-01T00:18:39.668Z,newsletter,everyone,"Why Write ""Tidy First?"": Personal Coda",,
111902102.thinking-about-code-review,2023-04-04T13:53:52.969Z,true,2023-04-04T13:53:53.224Z,2023-04-04T13:53:53.224Z,newsletter,everyone,Thinking About Code Review,,
110227041.why-i-came-to-write-tidy-first,2023-03-24T14:11:58.149Z,true,2023-03-24T14:11:58.484Z,2023-03-24T14:11:58.484Z,newsletter,everyone,"Why I Came to Write ""Tidy First?""",,
109670209.how-i-came-to-write-tidy-first,2023-03-21T13:42:16.636Z,true,2023-03-21T13:42:17.102Z,2023-03-21T13:42:17.102Z,newsletter,everyone,"How I Came To Write ""Tidy First?""",,
109007696.fool-proof-design,2023-03-17T14:53:29.768Z,true,2023-03-17T14:53:29.967Z,2023-03-17T14:53:29.967Z,newsletter,everyone,Fool Proof Design,,
105639541.accountability-is-not-blame,2023-03-01T14:42:04.695Z,true,2023-03-01T14:42:04.879Z,2023-03-01T14:42:04.879Z,newsletter,everyone,Accountability is Not Blame,,
104751343.bossemployee-is-not-exactly-a-prisoners,2023-02-24T15:46:11.824Z,true,2023-02-24T15:46:11.931Z,2023-02-24T15:46:11.931Z,newsletter,everyone,Boss/Employee is not Exactly a Prisoners' Dilemma,But close enough to be useful...,
103729889.scaling-extreme-programming-dependencies,2023-02-20T06:38:54.198Z,true,2023-02-20T06:38:54.480Z,2023-02-20T06:38:54.480Z,newsletter,everyone,Scaling Extreme Programming: Dependencies,,
101539052.signaling-cooperation-employees-dilemma,2023-02-08T13:52:56.716Z,true,2023-02-08T13:52:56.897Z,2023-02-08T13:52:56.897Z,newsletter,everyone,Signaling Cooperation: Employee's Dilemma,,
99862552.responsibility,2023-01-30T20:13:06.028Z,true,2023-01-30T20:13:06.215Z,2023-01-30T20:13:06.215Z,newsletter,everyone,Responsibility,,
98650103.delay-versus-friction,2023-01-24T10:53:24.504Z,true,2023-01-24T10:53:24.657Z,2023-01-24T10:53:24.657Z,newsletter,everyone,Delay Versus Friction,,
97202863.design-play-at-work,2023-01-17T07:11:45.507Z,true,2023-01-17T07:11:45.765Z,2023-01-17T07:11:45.765Z,newsletter,everyone,Design Play at Work,"Big Goals, Panic, & Little Tricks",
93612800.design-play,2023-01-04T18:08:18.850Z,true,2023-01-04T18:08:18.968Z,2023-01-04T18:08:18.968Z,newsletter,everyone,Design Play,Why Fooling Around Is A Core Design Skill,
91648067.the-story-of-a,2022-12-19T16:02:08.129Z,true,2022-12-19T16:02:08.225Z,2022-12-19T16:02:08.225Z,newsletter,everyone,The Story of A,Software design is truly an exercise in human relationships,
88805302.distinctions-with-a-difference,2022-12-05T18:14:11.504Z,true,2022-12-05T18:14:11.599Z,2022-12-05T18:14:11.599Z,newsletter,everyone,Distinctions With A Difference,,
88297255.its-not-a-beauty-contest,,false,,,newsletter,only_paid,,,
88247807.sources-of-friction-sources-of-harmony,2022-12-02T18:31:54.605Z,true,2022-12-02T18:31:54.776Z,2022-12-02T18:31:54.776Z,newsletter,everyone,"Sources of Friction, Sources of Harmony",Team Empirical Software Design,
85563112.conclusion,2022-11-21T14:54:27.992Z,true,2022-11-21T14:54:28.134Z,2022-11-21T14:54:28.134Z,newsletter,only_paid,Conclusion,,
84569037.cohesion-and-elements-that-arent,2022-11-15T15:24:05.975Z,true,2022-11-15T15:24:06.192Z,2022-11-15T15:24:06.192Z,newsletter,only_paid,Cohesion: ...And Elements That Aren't Coupled Go Elsewhere,,
84540062.updated-welcome,2022-11-14T18:12:47.244Z,true,2022-11-14T18:12:47.432Z,2022-11-14T18:12:47.432Z,newsletter,only_free,Updated Welcome,,
83123768.downside-of-design-as-increasing,2022-11-07T16:22:53.763Z,true,2022-11-07T16:22:54.491Z,2022-11-07T16:22:54.491Z,newsletter,everyone,Downside of Design as Increasing Cohesion & Reducing Coupling,,
82800963.next-book-topics,2022-11-05T21:41:37.686Z,true,2022-11-05T21:41:37.886Z,2022-11-05T21:41:37.886Z,thread,only_paid,Next Book Topics?,,
82577767.push-back-finally,2022-11-04T18:11:27.485Z,true,2022-11-04T18:11:27.888Z,2022-11-04T18:11:27.888Z,newsletter,everyone,"Push Back, Finally!",,
81988951.cohesion,2022-11-01T20:11:46.824Z,true,2022-11-01T20:11:47.074Z,2022-11-01T20:11:47.074Z,newsletter,only_paid,Cohesion,,
80415583.musing-aligning-authority-and-responsibility,2022-10-24T19:21:20.364Z,true,2022-10-24T19:21:20.507Z,2022-10-24T19:21:20.507Z,newsletter,everyone,Musing: Aligning Authority & Responsibility,,
79015881.coupling,2022-10-18T14:02:26.259Z,true,2022-10-18T14:02:26.418Z,2022-10-18T14:02:26.418Z,newsletter,only_paid,Coupling,,
78207242.beneficially-relating-elements,2022-10-13T14:48:05.544Z,true,2022-10-13T14:48:05.700Z,2022-10-13T14:48:05.700Z,newsletter,only_paid,Beneficially Relating Elements,,
77591196.final-push-to-first-draft,2022-10-10T16:21:11.085Z,true,2022-10-10T16:21:11.344Z,2022-10-10T16:21:11.344Z,newsletter,everyone,Final Push To First Draft,Six Chapters To Go,
76285392.options-versus-cash-flows,2022-10-03T15:47:45.227Z,true,2022-10-03T15:47:45.380Z,2022-10-03T15:47:45.380Z,newsletter,only_paid,Options Versus Cash Flows,,
73635180.options,2022-09-19T15:49:48.696Z,true,2022-09-19T15:49:48.889Z,2022-09-19T15:49:48.889Z,newsletter,only_paid,Options,,
73074346.behavior-change-revenue-versus-structure,2022-09-13T14:02:16.642Z,true,2022-09-13T14:02:17.167Z,2022-09-13T14:02:17.167Z,newsletter,everyone,Behavior Change = Revenue Versus Structure Change = Option,,
71521244.a-dollar-today-a-dollar-tomorrow,2022-09-06T14:30:14.967Z,true,2022-09-06T14:30:15.242Z,2022-09-06T14:30:15.242Z,newsletter,only_paid,A Dollar Today > A Dollar Tomorrow,,
70890060.economics-time-value-and-optionality,2022-08-29T14:36:41.193Z,true,2022-08-29T14:36:41.324Z,2022-08-29T14:36:41.324Z,newsletter,only_paid,Economics: Time Value & Optionality,,
69272341.discarded-chapter-time-value-of-money,2022-08-18T18:05:55.986Z,true,2022-08-18T18:05:56.165Z,2022-08-18T18:05:56.165Z,newsletter,everyone,Discarded Chapter: Time Value of Money,,
68387227.constantines-equivalence,2022-08-15T14:01:48.074Z,true,2022-08-15T14:01:48.345Z,2022-08-15T14:01:48.345Z,newsletter,only_paid,Constantine's Equivalence,,
68228396.reversible-structure-changes,2022-08-12T14:37:16.783Z,true,2022-08-12T14:37:17.075Z,2022-08-12T14:37:17.075Z,newsletter,only_paid,Reversible Structure Changes,,
67364609.tidying-versus-sooner,2022-08-08T15:56:12.877Z,true,2022-08-08T15:56:13.019Z,2022-08-08T15:56:13.019Z,newsletter,everyone,Tidying Versus Sooner,,
67027805.better,2022-08-04T16:37:22.219Z,true,2022-08-04T16:37:22.448Z,2022-08-04T16:37:22.448Z,newsletter,everyone,Better?,,
67024062.bettersoonercheapermore,2022-08-03T18:19:19.080Z,true,2022-08-03T18:19:19.284Z,2022-08-03T18:19:19.284Z,newsletter,everyone,Better/Sooner/Cheaper/More,,
66148638.first-after-later-never,2022-07-29T15:43:11.471Z,true,2022-07-29T15:43:11.595Z,2022-07-29T15:43:11.595Z,newsletter,only_paid,"First, After, Later, Never",,
65126396.rhythm,2022-07-22T14:07:18.522Z,true,2022-07-22T14:07:18.908Z,2022-07-22T14:07:18.908Z,newsletter,only_paid,Rhythm,,
64087747.batch-sizes,2022-07-14T19:45:24.380Z,true,2022-07-14T19:45:24.511Z,2022-07-14T19:45:24.511Z,newsletter,only_paid,Batch Sizes,,
62466108.summer-hiatus,2022-07-05T14:19:11.167Z,true,2022-07-05T14:19:11.271Z,2022-07-05T14:19:11.271Z,newsletter,everyone,Summer Hiatus,,
59649471.tidying-move-declaration-and-initialization,2022-06-15T21:02:25.639Z,true,2022-06-15T21:02:25.725Z,2022-06-15T21:02:25.725Z,newsletter,only_paid,Tidying: Move Declaration & Initialization Together,,
58288187.theory-outline,2022-06-07T14:36:43.369Z,true,2022-06-07T14:36:43.558Z,2022-06-07T14:36:43.558Z,newsletter,everyone,Theory Outline,,
55809675.structure-and-behavior-3d0,2022-05-23T15:08:48.724Z,true,2022-05-23T15:08:48.860Z,2022-05-23T15:08:48.860Z,newsletter,only_paid,Structure & Behavior,,
55662563.section-theory,2022-05-19T16:02:23.338Z,true,2022-05-19T16:02:23.412Z,2022-05-19T16:02:23.412Z,newsletter,only_paid,Section: Theory,,
53065850.relationships-non-geeks-geeks-and,2022-04-29T14:50:39.630Z,true,2022-04-29T14:50:39.736Z,2022-04-29T14:50:39.736Z,newsletter,everyone,"Relationships: Non-geeks, Geeks, & Self",,
52978290.im-having-trouble-writing,2022-04-27T22:16:43.626Z,true,2022-04-27T22:16:43.857Z,2022-04-27T22:16:43.857Z,newsletter,everyone,I'm Having Trouble Writing,...So I Figured I'd Write About That,
51612656.getting-untangled,2022-04-05T14:07:13.956Z,true,2022-04-06T13:37:32.441Z,2022-04-06T13:37:32.441Z,newsletter,only_paid,Getting Untangled,,
51269570.chaining,2022-03-30T13:38:35.823Z,true,2022-03-30T13:38:35.924Z,2022-03-30T13:38:35.924Z,newsletter,only_paid,Chaining,,
50812570.managing,2022-03-22T13:01:21.208Z,true,2022-03-22T13:01:21.335Z,2022-03-22T13:01:21.335Z,newsletter,only_paid,Managing,,
50348829.management-separate-tidying,2022-03-15T14:20:33.483Z,true,2022-03-15T14:20:33.562Z,2022-03-15T14:20:33.562Z,newsletter,only_paid,Management: Separate Tidying,,
50150491.sketching-the-management-section,2022-03-11T15:00:02.693Z,true,2022-03-11T15:00:02.781Z,2022-03-11T15:00:02.781Z,newsletter,everyone,Sketching the Management Section,,
49882075.tidying-one-pile,2022-03-07T15:48:05.318Z,true,2022-03-07T15:48:05.502Z,2022-03-07T15:48:05.502Z,newsletter,only_paid,Tidying: One Pile,,
49517241.tidying-extract-helper,2022-03-01T14:55:37.367Z,true,2022-03-01T14:55:37.467Z,2022-03-01T14:55:37.467Z,newsletter,only_paid,Tidying: Extract Helper,,
49365823.tidying-new-interface-old-implementation,2022-02-25T18:49:45.108Z,true,2022-02-25T18:49:45.179Z,2022-02-25T18:49:45.179Z,newsletter,everyone,"Tidying: New Interface, Old Implementation",,
49242576.tidyings-are-almost-done,2022-02-23T18:25:32.822Z,true,2022-02-23T18:25:32.900Z,2022-02-23T18:25:32.900Z,newsletter,everyone,Tidyings are Almost Done,,
49232962.tidying-chunk-statements,2022-02-23T15:23:02.013Z,true,2022-02-23T15:23:02.144Z,2022-02-23T15:23:02.144Z,newsletter,only_paid,Tidying: Chunk Statements,,
48944982.explaining-constant,2022-02-21T15:27:37.520Z,true,2022-02-21T15:27:37.613Z,2022-02-21T15:27:37.613Z,newsletter,only_paid,Explaining Constant,,
48943481.explaining-variable,2022-02-18T14:52:53.519Z,true,2022-02-18T14:52:53.590Z,2022-02-18T14:52:53.590Z,newsletter,only_paid,Explaining Variable,,
48931739.self-team-product,2022-02-17T17:24:06.722Z,true,2022-02-17T17:24:06.811Z,2022-02-17T17:24:06.811Z,newsletter,everyone,"Self, Team, Product",,
48826714.explicit-parameters,2022-02-16T16:05:46.418Z,true,2022-02-16T16:05:46.529Z,2022-02-16T16:05:46.529Z,newsletter,only_paid,Explicit Parameters,,
48748315.cohesion-order,2022-02-15T14:50:38.451Z,true,2022-02-15T14:50:38.585Z,2022-02-15T14:50:38.585Z,newsletter,only_paid,Cohesion Order,,
48561738.normalize-symmetries,2022-02-14T15:58:48.154Z,true,2022-02-14T15:58:48.212Z,2022-02-14T15:58:48.212Z,newsletter,only_paid,Normalize Symmetries,,
48559421.reading-order,2022-02-11T14:49:48.402Z,true,2022-02-11T14:49:48.472Z,2022-02-11T14:49:48.472Z,newsletter,only_paid,Reading Order,,
48375559.tldr-cohesion,2022-02-09T15:04:47.379Z,true,2022-02-09T15:04:47.462Z,2022-02-09T15:04:47.462Z,newsletter,everyone,tl;dr Cohesion,Now that we understand coupling better...,
48358027.tldr-coupling-and-later-cohesion,2022-02-08T16:56:33.281Z,true,2022-02-08T16:56:33.358Z,2022-02-08T16:56:33.358Z,newsletter,everyone,tl;dr Coupling (& later Cohesion),,
48185461.add-comment,2022-02-07T15:40:53.220Z,true,2022-02-07T15:40:53.485Z,2022-02-07T15:40:53.485Z,newsletter,only_paid,Add Comment,,
48167203.delete-redundant-comment,2022-02-04T15:08:36.449Z,true,2022-02-04T15:08:36.563Z,2022-02-04T15:08:36.563Z,newsletter,only_paid,Delete Redundant Comment,,
48165025.prototype-tidying-example-leaderboard,2022-02-03T16:34:24.110Z,true,2022-02-03T16:34:24.196Z,2022-02-03T16:34:24.196Z,newsletter,only_paid,Prototype Tidying Example Leaderboard,,
48122995.tidying-example-bounty,2022-02-02T21:58:50.160Z,true,2022-02-02T21:58:50.238Z,2022-02-02T21:58:50.238Z,newsletter,only_paid,Tidying Example Bounty,In which Kent tries some of that marketing stuff...,
48001850.what-to-expect-as-a-paid-subscriber,2022-02-01T15:30:46.879Z,true,2022-02-01T15:30:46.997Z,2022-02-01T15:30:46.997Z,newsletter,everyone,What to Expect as a Paid Subscriber,,
47881555.tidying-dead-code,2022-01-31T15:09:49.950Z,true,2022-01-31T15:09:50.006Z,2022-01-31T15:09:50.006Z,newsletter,only_paid,Tidying: Dead Code,,
47880727.tf-book-outline,2022-01-29T00:03:10.957Z,true,2022-01-29T00:03:11.044Z,2022-01-29T00:03:11.044Z,newsletter,everyone,TF? Book Outline,For now...,
47857569.book-writing-resumes,2022-01-28T15:26:06.996Z,true,2022-01-28T15:26:07.059Z,2022-01-28T15:26:07.059Z,newsletter,everyone,Book Writing Resumes,Paid Subscribers Get Chapters As They Are Written,
47830960.guard-clause,2022-01-28T15:25:43.697Z,true,2022-01-28T15:25:43.784Z,2022-01-28T15:25:43.784Z,newsletter,only_paid,Guard Clause,,
47397080.desirable-unit-tests,2022-01-20T00:35:12.363Z,true,2022-01-20T00:35:12.453Z,2022-01-20T00:35:12.453Z,newsletter,everyone,Desirable Unit Tests,A Test Desiderata Perspective,
39891061.incentives-for-tidying,,false,,,newsletter,everyone,,,
34183192.change,2021-03-23T03:57:07.384Z,true,2021-03-23T03:57:07.425Z,2021-03-23T03:57:07.425Z,newsletter,everyone,Change,The purpose of design,
33566963.make-it-run-make-it-right-ii,2021-03-11T16:57:37.577Z,true,2021-03-11T16:57:37.615Z,2021-03-11T16:57:37.615Z,newsletter,everyone,"Make It Run, Make It Right II",Complexity Management,
33164892.make-it-run-make-it-right,2021-03-02T17:57:45.963Z,true,2021-03-02T17:57:45.998Z,2021-03-02T17:57:45.998Z,newsletter,everyone,"Make it Run, Make it Right",Lump _then_ split,
32994805.lumpers-and-splitters,2021-02-26T17:04:57.185Z,true,2021-02-26T17:04:57.237Z,2021-02-26T17:04:57.237Z,newsletter,everyone,Lumpers & Splitters,For now the lumpers are winning,
32993091.lumpers-and-splitters,,false,,,newsletter,everyone,,,
32858724.incentives-not-to-invest-in-structure,2021-02-23T17:29:45.100Z,true,2021-02-23T17:29:45.139Z,2021-02-23T17:29:45.139Z,newsletter,everyone,Incentives Not To Invest In Structure,In which we meet the good-hearted people opposed to progress,
32608358.beneficially-relating-teensy-tiny,2021-02-16T17:48:18.676Z,true,2021-02-16T17:48:19.986Z,2021-02-16T17:48:19.986Z,newsletter,everyone,Beneficially Relating Teensy-tiny Elements,It's All Design,
32413136.structure-and-behavior-prs,2021-02-11T22:58:51.989Z,true,2021-02-11T22:58:52.027Z,2021-02-11T22:58:52.027Z,newsletter,everyone,Structure & Behavior PRs,An Experiment Your Team Can Run Today,
32377006.structure-and-behavior,2021-02-09T22:11:36.685Z,true,2021-02-09T22:11:36.761Z,2021-02-09T22:11:36.761Z,newsletter,everyone,Structure & Behavior,"Separate kinds of changes, separate tradeoffs",
32335934.beneficial-relationships,2021-02-08T19:01:24.627Z,true,2021-02-08T19:01:24.669Z,2021-02-08T19:01:24.669Z,newsletter,everyone,Beneficial Relationships,...Of The Technical Kind,
32195080.elements-all-the-way-down,2021-02-04T15:48:30.080Z,true,2021-02-04T15:48:30.110Z,2021-02-04T15:48:30.110Z,newsletter,everyone,Elements All The Way Down,,
32088844.software-design-dilemmas-a-survey,2021-02-01T16:24:55.129Z,true,2021-02-01T16:24:55.166Z,2021-02-01T16:24:55.166Z,thread,everyone,Software Design Dilemmas: A Survey,,
32003545.chunk-size,2021-01-29T15:46:13.759Z,true,2021-01-29T15:46:13.795Z,2021-01-29T15:46:13.795Z,newsletter,everyone,Chunk Size,It's a Trade Off,
31974348.discuss-fixed-tidying-budget,2021-01-28T18:32:15.999Z,true,2021-01-28T18:32:16.066Z,2021-01-28T18:32:16.066Z,thread,everyone,Discuss fixed tidying budget,,
31971206.30-tidying,2021-01-28T17:19:09.980Z,true,2021-01-28T17:19:10.044Z,2021-01-28T17:19:10.044Z,newsletter,everyone,30% Tidying?,The Perils of Fixed Budgets for Tidying,
31934471.mind-sized-chunks,2021-01-27T16:43:28.610Z,true,2021-01-27T16:43:28.759Z,2021-01-27T16:43:28.759Z,newsletter,everyone,Mind-sized Chunks,A popular tweet,
31894974.welcome-to-tidy-first,2021-01-26T15:10:22.874Z,true,2021-01-26T15:10:23.130Z,2021-01-26T15:10:23.130Z,newsletter,everyone,"Welcome to ""Tidy First?""",In which our author comes to grips with modern book writing,
31136002.coming-soon,2021-01-07T21:22:19.417Z,true,2021-01-07T21:22:19.417Z,2021-01-07T21:22:19.417Z,newsletter,everyone,Software design is an exercise in human relationships.,,
31136001.how-to-use-the-substack-editor,,false,,,newsletter,everyone,,,
